target
75.5699
76.5656
76.5599
77.7756
77.7128
77.9985
76.7671
75.8785
75.0356
75.3642
74.5799
73.9071
75.3814
75.1771
75.3942
75.8914
76.0514
75.8214
75.7771
75.8456
76.5842
76.6585
75.8071
74.9556
75.2485
75.9142
75.8942
75.5285
76.1242
77.0271
77.8556
77.1114
76.7799
76.6942
76.6771
77.3785
77.5071
76.9699
75.9742
74.7814
74.7771
75.7599
74.7828
74.2299
74.5256
73.9942
74.1442
74.9914
75.8814
75.9569
74.9642
81.1099
81.7056
84.8699
84.6185
84.2985
84.4971
84.6542
85.8513
84.9156
84.6185
83.9985
83.6488
84.6899
84.8228
84.8385
84.1171
85.3585
86.3699
86.3871
86.6156
86.7528
87.7328
89.3756
89.1442
90.7685
90.4285
89.8071
91.0771
92.1171
92.4785
92.2242
93.7
94.25
93.86
92.29
91.28
92.2
92.08
92.18
91.86
90.91
90.83
90.28
90.36
90.9
91.98
92.93
93.52
93.48
94.03
95.968
95.35
95.39
95.035
95.22
96.45
95.32
94.78
93.0899
94.43
93.939
94.72
97.19
97.03
97.671
99.02
98.38
98.15
95.6
96.13
95.59
95.12
94.96
94.48
94.74
95.99
95.97
97.24
97.5
97.98
99.16
100.53
100.57
100.58
101.32
101.54
100.889
102.13
102.25
102.5
103.3
98.94
98.12
98.97
98.36
97.99
101.0
101.43
101.66
101.63
100.86
101.58
101.79
100.96
101.06
102.64
101.75
97.87
100.75
100.11
100.75
99.18
99.9
99.62
99.62
98.75
100.8
101.02
100.73
99.81
98.75
97.54
96.26
97.67
99.76
102.47
102.99
104.83
105.22
105.11
106.74
107.34
106.98
108.0
109.4
108.6
108.86
108.7
109.01
108.83
109.7
111.25
112.82
114.18
113.99
115.47
114.67
116.31
116.47
118.625
117.6
119.0
118.93
115.07
114.63
115.93
115.49
115.0
112.4
114.12
111.95
111.62
109.73
108.225
106.745
109.41
112.65
111.78
112.94
112.54
112.01
113.99
113.91
112.52
110.38
109.33
106.25
106.26
107.75
111.89
112.01
109.25
110.22
109.8
106.82
105.99
108.72
109.55
112.4
112.98
113.1
109.14
115.31
118.9
117.16
118.63
118.65
119.56
119.94
118.93
119.72
122.02
124.88
126.46
127.08
127.83
128.715
128.45
129.495
133.0
132.17
128.79
130.415
128.46
129.09
129.36
128.54
126.41
126.6
127.14
124.51
122.24
124.45
123.59
124.95
127.04
128.47
127.495
125.9
127.21
126.69
123.38
124.24
123.25
126.37
124.43
124.25
125.32
127.35
126.01
125.6
126.56
127.1
126.85
126.3
126.78
126.17
124.75
127.6
126.91
128.62
129.67
130.28
132.65
130.56
128.64
125.15
128.95
128.7
125.8
125.01
125.26
127.62
126.32
125.865
126.01
128.95
128.77
130.19
130.07
130.06
131.39
132.54
129.62
132.045
131.78
130.28
130.535
129.96
130.12
129.36
128.65
127.8
127.42
128.88
128.59
127.17
126.92
127.6
127.3
127.88
126.6
127.61
127.03
128.11
127.5
126.75
124.53
125.425
126.6
126.44
126.0
125.69
122.57
120.07
123.28
125.66
125.61
126.82
128.51
129.62
132.07
130.75
125.22
125.16
124.5
122.77
123.38
122.99
122.37
121.3
118.44
114.64
115.4
115.13
115.52
119.72
113.49
115.24
115.15
115.96
117.16
116.5
115.01
112.65
105.76
103.12
103.74
109.69
112.92
113.29
112.76
107.72
112.34
110.37
109.27
112.31
110.15
112.57
114.21
115.31
116.28
116.41
113.92
113.45
115.21
113.4
114.32
115.0
114.71
112.44
109.06
110.3
109.58
110.38
110.78
111.31
110.78
109.5
112.12
111.6
111.79
110.21
111.86
111.04
111.73
113.77
113.76
115.5
119.08
115.28
114.55
119.27
120.53
119.5
121.18
122.57
122.0
120.92
121.06
120.57
116.77
116.11
115.72
112.34
114.175
113.69
117.29
118.78
119.3
117.75
118.88
118.03
117.81
118.3
117.34
116.28
115.2
119.03
118.28
118.23
115.62
116.17
113.18
112.48
110.49
111.34
108.98
106.03
107.33
107.23
108.61
108.03
106.82
108.74
107.32
105.26
105.35
102.71
100.7
96.45
96.96
98.53
99.96
97.39
99.52
97.13
96.66
96.79
96.3
101.42
99.44
99.99
93.42
94.09
97.34
96.43
94.48
96.35
96.6
94.02
95.01
94.99
94.27
93.7
93.99
